Code,Name,ipo_date,,
000786.SZ,北新建材,1997/6/6,CSRC非金属矿物制品业,Wind材料Ⅱ
000788.SZ,北大医药,1997/6/16,CSRC医药制造业,Wind医疗保健设备与服务
000789.SZ,万年青,1997/9/23,CSRC非金属矿物制品业,Wind材料Ⅱ
000790.SZ,泰合健康,1998/3/27,CSRC医药制造业,Wind制药、生物科技与生命科学
000791.SZ,甘肃电投,1997/10/14,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
000792.SZ,*ST盐湖,1997/9/4,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
000793.SZ,华闻传媒,1997/7/29,CSRC新闻和出版业,Wind媒体Ⅱ
000795.SZ,英洛华,1997/8/8,CSRC非金属矿物制品业,Wind材料Ⅱ
000796.SZ,凯撒旅游,1997/7/3,CSRC商务服务业,Wind消费者服务Ⅱ
000797.SZ,中国武夷,1997/7/15,CSRC房地产业,Wind房地产Ⅱ
000798.SZ,中水渔业,1998/2/12,CSRC渔业,Wind食品、饮料与烟草
000799.SZ,酒鬼酒,1997/7/18,CSRC酒、饮料和精制茶制造业,Wind食品、饮料与烟草
000800.SZ,一汽轿车,1997/6/18,CSRC汽车制造业,Wind汽车与汽车零部件
000801.SZ,四川九洲,1998/5/6,CSRC计算机、通信和其他电子设备制造业,Wind耐用消费品与服装
000802.SZ,北京文化,1998/1/8,CSRC广播、电视、电影和影视录音制作业,Wind媒体Ⅱ
000803.SZ,金宇车城,1998/3/3,CSRC电气机械及器材制造业,Wind资本货物
000806.SZ,ST银河,1998/4/16,CSRC电气机械及器材制造业,Wind资本货物
000807.SZ,云铝股份,1998/4/8,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ
000809.SZ,铁岭新城,1998/6/16,CSRC公共设施管理业,Wind房地产Ⅱ
000810.SZ,创维数字,1998/6/2,CSRC计算机、通信和其他电子设备制造业,Wind耐用消费品与服装
000811.SZ,冰轮环境,1998/5/28,CSRC通用设备制造业,Wind资本货物
000812.SZ,陕西金叶,1998/6/23,CSRC印刷和记录媒介复制业,Wind商业和专业服务
000813.SZ,德展健康,1998/5/19,CSRC医药制造业,Wind制药、生物科技与生命科学
000815.SZ,美利云,1998/6/9,CSRC造纸及纸制品业,Wind材料Ⅱ
000816.SZ,ST慧业,1997/8/18,CSRC通用设备制造业,Wind资本货物
000818.SZ,航锦科技,1997/10/17,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
000819.SZ,岳阳兴长,1997/6/25,CSRC石油加工、炼焦及核燃料加工业,Wind材料Ⅱ
000820.SZ,*ST节能,1998/6/30,CSRC废弃资源综合利用业,Wind商业和专业服务
000821.SZ,京山轻机,1998/6/26,CSRC专用设备制造业,Wind资本货物
000822.SZ,山东海化,1998/7/3,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
000823.SZ,超声电子,1997/10/8,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
000825.SZ,太钢不锈,1998/10/21,CSRC黑色金属冶炼及压延加工,Wind材料Ⅱ
000826.SZ,启迪环境,1998/2/25,CSRC生态保护和环境治理业,Wind商业和专业服务
000828.SZ,东莞控股,1997/6/17,CSRC道路运输业,Wind运输
000829.SZ,天音控股,1997/12/2,CSRC批发业,Wind技术硬件与设备
000830.SZ,鲁西化工,1998/8/7,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
000831.SZ,五矿稀土,1998/9/11,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ
000833.SZ,粤桂股份,1998/11/11,CSRC综合,Wind资本货物
000835.SZ,长城动漫,1999/6/25,CSRC互联网和相关服务,Wind软件与服务
000836.SZ,富通鑫茂,1997/9/29,CSRC电气机械及器材制造业,Wind技术硬件与设备
000837.SZ,秦川机床,1998/9/28,CSRC通用设备制造业,Wind资本货物
000838.SZ,财信发展,1997/6/26,CSRC房地产业,Wind房地产Ⅱ
000839.SZ,中信国安,1997/10/31,CSRC电信、广播电视和卫星传输服务,Wind媒体Ⅱ
000848.SZ,承德露露,1997/11/13,CSRC酒、饮料和精制茶制造业,Wind食品、饮料与烟草
000850.SZ,华茂股份,1998/10/7,CSRC纺织业,Wind耐用消费品与服装
000851.SZ,高鸿股份,1998/6/9,CSRC零售业,Wind零售业
000852.SZ,石化机械,1998/11/26,CSRC专用设备制造业,Wind能源Ⅱ
000856.SZ,冀东装备,1998/8/13,CSRC专用设备制造业,Wind资本货物
000858.SZ,五粮液,1998/4/27,CSRC酒、饮料和精制茶制造业,Wind食品、饮料与烟草
000859.SZ,国风塑业,1998/11/19,CSRC橡胶和塑料制品业,Wind材料Ⅱ
000860.SZ,顺鑫农业,1998/11/4,CSRC酒、饮料和精制茶制造业,Wind食品、饮料与烟草
000861.SZ,海印股份,1998/10/28,CSRC商务服务业,Wind资本货物
000862.SZ,银星能源,1998/9/15,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
000863.SZ,三湘印象,1997/9/25,CSRC房地产业,Wind房地产Ⅱ
000868.SZ,*ST安凯,1997/7/25,CSRC汽车制造业,Wind汽车与汽车零部件
000869.SZ,张裕A,2000/10/26,CSRC酒、饮料和精制茶制造业,Wind食品、饮料与烟草
000875.SZ,吉电股份,2002/9/26,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
000876.SZ,新希望,1998/3/11,CSRC农副食品加工业,Wind食品、饮料与烟草
000877.SZ,天山股份,1999/1/7,CSRC非金属矿物制品业,Wind材料Ⅱ
000878.SZ,云南铜业,1998/6/2,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ
000880.SZ,潍柴重机,1998/4/2,CSRC通用设备制造业,Wind资本货物
000881.SZ,中广核技,1998/9/2,CSRC化学原料及化学制品制造业,Wind资本货物
000882.SZ,华联股份,1998/6/16,CSRC商务服务业,Wind零售业
000883.SZ,湖北能源,1998/5/19,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
000885.SZ,城发环境,1999/3/19,CSRC道路运输业,Wind运输
000886.SZ,海南高速,1998/1/23,CSRC房地产业,Wind房地产Ⅱ
000887.SZ,中鼎股份,1998/12/3,CSRC橡胶和塑料制品业,Wind汽车与汽车零部件
000888.SZ,峨眉山A,1997/10/21,CSRC公共设施管理业,Wind消费者服务Ⅱ
000889.SZ,中嘉博创,1997/12/18,CSRC软件和信息技术服务业,Wind技术硬件与设备
000890.SZ,法尔胜,1999/1/19,CSRC金属制品业,Wind材料Ⅱ
000892.SZ,欢瑞世纪,1999/1/15,CSRC广播、电视、电影和影视录音制作业,Wind媒体Ⅱ
000893.SZ,*ST东凌,1998/12/24,CSRC农副食品加工业,Wind食品、饮料与烟草
000895.SZ,双汇发展,1998/12/10,CSRC农副食品加工业,Wind食品、饮料与烟草
000897.SZ,*ST津滨,1999/4/22,CSRC房地产业,Wind房地产Ⅱ
000898.SZ,鞍钢股份,1997/12/25,CSRC黑色金属冶炼及压延加工,Wind材料Ⅱ
000899.SZ,赣能股份,1997/11/26,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
000900.SZ,现代投资,1999/1/28,CSRC道路运输业,Wind运输
000901.SZ,航天科技,1999/4/1,CSRC铁路、船舶、航空航天和其他运输设备制造业,Wind汽车与汽车零部件
000902.SZ,新洋丰,1999/4/8,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
000903.SZ,云内动力,1999/4/15,CSRC通用设备制造业,Wind资本货物
000905.SZ,厦门港务,1999/4/29,CSRC水上运输业,Wind运输
000906.SZ,浙商中拓,1999/7/7,CSRC批发业,Wind资本货物
000908.SZ,景峰医药,1999/2/3,CSRC医药制造业,Wind制药、生物科技与生命科学
000909.SZ,数源科技,1999/5/7,CSRC房地产业,Wind耐用消费品与服装
000910.SZ,大亚圣象,1999/6/30,CSRC木材加工及木、竹、藤、棕、草制品业,Wind材料Ⅱ
000911.SZ,*ST南糖,1999/5/27,CSRC农副食品加工业,Wind食品、饮料与烟草
000912.SZ,泸天化,1999/6/3,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
000913.SZ,钱江摩托,1999/5/14,CSRC铁路、船舶、航空航天和其他运输设备制造业,Wind汽车与汽车零部件
000915.SZ,山大华特,1999/6/9,CSRC医药制造业,Wind制药、生物科技与生命科学
000917.SZ,电广传媒,1999/3/25,CSRC电信、广播电视和卫星传输服务,Wind媒体Ⅱ
000918.SZ,嘉凯城,1999/7/20,CSRC房地产业,Wind房地产Ⅱ
000919.SZ,金陵药业,1999/11/18,CSRC医药制造业,Wind制药、生物科技与生命科学
000920.SZ,南方汇通,1999/6/16,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
000921.SZ,海信家电,1999/7/13,CSRC电气机械及器材制造业,Wind耐用消费品与服装
000922.SZ,佳电股份,1999/6/18,CSRC电气机械及器材制造业,Wind资本货物
000923.SZ,河北宣工,1999/7/14,CSRC黑色金属矿采选业,Wind材料Ⅱ
000925.SZ,众合科技,1999/6/11,CSRC专用设备制造业,Wind资本货物
000926.SZ,福星股份,1999/6/18,CSRC房地产业,Wind房地产Ⅱ
000927.SZ,一汽夏利,1999/7/27,CSRC汽车制造业,Wind汽车与汽车零部件
000928.SZ,中钢国际,1999/3/12,CSRC土木工程建筑业,Wind资本货物
000929.SZ,兰州黄河,1999/6/23,CSRC酒、饮料和精制茶制造业,Wind食品、饮料与烟草
000930.SZ,中粮生化,1999/7/12,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
000931.SZ,中关村,1999/7/12,CSRC医药制造业,Wind制药、生物科技与生命科学
000932.SZ,华菱钢铁,1999/8/3,CSRC黑色金属冶炼及压延加工,Wind材料Ⅱ
000933.SZ,神火股份,1999/8/31,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ
000935.SZ,四川双马,1999/8/24,CSRC非金属矿物制品业,Wind材料Ⅱ
000936.SZ,华西股份,1999/8/10,CSRC化学纤维制造业,Wind材料Ⅱ
000937.SZ,冀中能源,1999/9/9,CSRC煤炭开采和洗选业,Wind能源Ⅱ
000938.SZ,紫光股份,1999/11/4,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
000939.SZ,*ST凯迪,1999/9/23,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
000948.SZ,南天信息,1999/10/14,CSRC软件和信息技术服务业,Wind软件与服务
000949.SZ,新乡化纤,1999/10/21,CSRC化学纤维制造业,Wind材料Ⅱ
000950.SZ,重药控股,1999/9/16,CSRC批发业,Wind医疗保健设备与服务
000951.SZ,中国重汽,1999/11/25,CSRC汽车制造业,Wind资本货物
000952.SZ,广济药业,1999/11/12,CSRC医药制造业,Wind制药、生物科技与生命科学
000953.SZ,*ST河化,1999/12/2,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
000955.SZ,欣龙控股,1999/12/9,CSRC纺织业,Wind耐用消费品与服装
000957.SZ,中通客车,2000/1/13,CSRC汽车制造业,Wind汽车与汽车零部件
000958.SZ,东方能源,1999/12/23,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
000959.SZ,首钢股份,1999/12/16,CSRC黑色金属冶炼及压延加工,Wind材料Ⅱ
000960.SZ,锡业股份,2000/2/21,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ
000961.SZ,中南建设,2000/3/1,CSRC房地产业,Wind房地产Ⅱ
000962.SZ,东方钽业,2000/1/20,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ
000963.SZ,华东医药,2000/1/27,CSRC零售业,Wind医疗保健设备与服务
000965.SZ,天保基建,2000/4/6,CSRC房地产业,Wind房地产Ⅱ
000966.SZ,长源电力,2000/3/16,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
000967.SZ,盈峰环境,2000/3/30,CSRC生态保护和环境治理业,Wind商业和专业服务
000968.SZ,蓝焰控股,2000/6/22,CSRC石油和天然气开采业,Wind能源Ⅱ
000969.SZ,安泰科技,2000/5/29,CSRC金属制品业,Wind材料Ⅱ
000970.SZ,中科三环,2000/4/20,CSRC计算机、通信和其他电子设备制造业,Wind材料Ⅱ
000971.SZ,*ST高升,2000/4/27,CSRC软件和信息技术服务业,Wind软件与服务
000972.SZ,ST中基,2000/9/26,CSRC农副食品加工业,Wind食品、饮料与烟草
000973.SZ,佛塑科技,2000/5/25,CSRC橡胶和塑料制品业,Wind材料Ⅱ
000975.SZ,银泰资源,2000/6/8,CSRC有色金属矿采选业,Wind材料Ⅱ
000976.SZ,华铁股份,2000/6/1,CSRC铁路、船舶、航空航天和其他运输设备制造业,Wind资本货物
000977.SZ,浪潮信息,2000/6/8,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
000978.SZ,桂林旅游,2000/5/18,CSRC公共设施管理业,Wind消费者服务Ⅱ
000980.SZ,众泰汽车,2000/6/16,CSRC汽车制造业,Wind汽车与汽车零部件
000981.SZ,ST银亿,2000/6/22,CSRC汽车制造业,Wind汽车与汽车零部件
000982.SZ,*ST中绒,2000/7/6,CSRC纺织业,Wind耐用消费品与服装
000983.SZ,西山煤电,2000/7/26,CSRC煤炭开采和洗选业,Wind能源Ⅱ
000985.SZ,大庆华科,2000/7/26,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
000987.SZ,越秀金控,2000/7/18,CSRC资本市场服务,Wind多元金融
000988.SZ,华工科技,2000/6/8,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
000989.SZ,九芝堂,2000/6/28,CSRC医药制造业,Wind制药、生物科技与生命科学
000990.SZ,诚志股份,2000/7/6,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
000993.SZ,闽东电力,2000/7/31,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
000995.SZ,*ST皇台,2000/8/7,CSRC酒、饮料和精制茶制造业,Wind食品、饮料与烟草
000996.SZ,中国中期,2000/7/18,CSRC批发业,Wind零售业
000997.SZ,新大陆,2000/8/7,CSRC软件和信息技术服务业,Wind技术硬件与设备
000998.SZ,隆平高科,2000/12/11,CSRC农业,Wind食品、饮料与烟草
000999.SZ,华润三九,2000/3/9,CSRC医药制造业,Wind制药、生物科技与生命科学
001696.SZ,宗申动力,1997/3/6,CSRC铁路、船舶、航空航天和其他运输设备制造业,Wind汽车与汽车零部件
001872.SZ,招商港口,1993/5/5,CSRC水上运输业,Wind运输
001896.SZ,豫能控股,1998/1/22,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
001965.SZ,招商公路,2017/12/25,CSRC道路运输业,Wind运输
001979.SZ,招商蛇口,2015/12/30,CSRC房地产业,Wind房地产Ⅱ
002001.SZ,新和成,2004/6/25,CSRC医药制造业,Wind制药、生物科技与生命科学
002002.SZ,鸿达兴业,2004/6/25,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
002003.SZ,伟星股份,2004/6/25,CSRC纺织服装、服饰业,Wind耐用消费品与服装
002004.SZ,华邦健康,2004/6/25,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
002005.SZ,*ST德豪,2004/6/25,CSRC电气机械及器材制造业,Wind半导体与半导体生产设备
002006.SZ,精功科技,2004/6/25,CSRC专用设备制造业,Wind资本货物
002007.SZ,华兰生物,2004/6/25,CSRC医药制造业,Wind制药、生物科技与生命科学
002008.SZ,大族激光,2004/6/25,CSRC专用设备制造业,Wind技术硬件与设备
002009.SZ,天奇股份,2004/6/29,CSRC通用设备制造业,Wind资本货物
002010.SZ,传化智联,2004/6/29,CSRC商务服务业,Wind运输
002011.SZ,盾安环境,2004/7/5,CSRC通用设备制造业,Wind资本货物
002012.SZ,凯恩股份,2004/7/5,CSRC造纸及纸制品业,Wind材料Ⅱ
002013.SZ,中航机电,2004/7/5,CSRC铁路、船舶、航空航天和其他运输设备制造业,Wind资本货物
002014.SZ,永新股份,2004/7/8,CSRC橡胶和塑料制品业,Wind材料Ⅱ
002015.SZ,协鑫能科,2004/7/8,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
002016.SZ,世荣兆业,2004/7/8,CSRC房地产业,Wind房地产Ⅱ
002017.SZ,东信和平,2004/7/13,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
002018.SZ,*ST华信,2004/7/13,CSRC批发业,Wind能源Ⅱ
002019.SZ,亿帆医药,2004/7/13,CSRC医药制造业,Wind制药、生物科技与生命科学
002020.SZ,京新药业,2004/7/15,CSRC医药制造业,Wind制药、生物科技与生命科学
002021.SZ,*ST中捷,2004/7/15,CSRC专用设备制造业,Wind资本货物
002022.SZ,科华生物,2004/7/21,CSRC医药制造业,Wind制药、生物科技与生命科学
002023.SZ,海特高新,2004/7/21,CSRC铁路、船舶、航空航天和其他运输设备制造业,Wind资本货物
002024.SZ,苏宁易购,2004/7/21,CSRC零售业,Wind零售业
002025.SZ,航天电器,2004/7/26,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
002026.SZ,山东威达,2004/7/27,CSRC金属制品业,Wind资本货物
002027.SZ,分众传媒,2004/8/4,CSRC商务服务业,Wind媒体Ⅱ
002028.SZ,思源电气,2004/8/5,CSRC电气机械及器材制造业,Wind资本货物
002029.SZ,七匹狼,2004/8/6,CSRC纺织服装、服饰业,Wind耐用消费品与服装
002030.SZ,达安基因,2004/8/9,CSRC医药制造业,Wind制药、生物科技与生命科学
002031.SZ,巨轮智能,2004/8/16,CSRC专用设备制造业,Wind资本货物
002032.SZ,苏泊尔,2004/8/17,CSRC金属制品业,Wind耐用消费品与服装
002033.SZ,丽江旅游,2004/8/25,CSRC公共设施管理业,Wind消费者服务Ⅱ
002034.SZ,旺能环境,2004/8/26,CSRC生态保护和环境治理业,Wind商业和专业服务
002035.SZ,华帝股份,2004/9/1,CSRC电气机械及器材制造业,Wind耐用消费品与服装
002036.SZ,联创电子,2004/9/3,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
002037.SZ,久联发展,2004/9/8,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
002038.SZ,双鹭药业,2004/9/9,CSRC医药制造业,Wind制药、生物科技与生命科学
002039.SZ,黔源电力,2005/3/3,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
002040.SZ,南京港,2005/3/25,CSRC水上运输业,Wind运输
002041.SZ,登海种业,2005/4/18,CSRC农业,Wind食品、饮料与烟草
002042.SZ,华孚时尚,2005/4/27,CSRC纺织业,Wind耐用消费品与服装
002043.SZ,兔宝宝,2005/5/10,CSRC木材加工及木、竹、藤、棕、草制品业,Wind材料Ⅱ
002044.SZ,美年健康,2005/5/18,CSRC卫生,Wind医疗保健设备与服务
002045.SZ,国光电器,2005/5/23,CSRC计算机、通信和其他电子设备制造业,Wind耐用消费品与服装
002046.SZ,轴研科技,2005/5/26,CSRC通用设备制造业,Wind资本货物
002047.SZ,宝鹰股份,2005/5/31,CSRC建筑装饰和其他建筑业,Wind资本货物
002048.SZ,宁波华翔,2005/6/3,CSRC汽车制造业,Wind汽车与汽车零部件
002049.SZ,紫光国微,2005/6/6,CSRC计算机、通信和其他电子设备制造业,Wind半导体与半导体生产设备
002050.SZ,三花智控,2005/6/7,CSRC通用设备制造业,Wind资本货物
002051.SZ,中工国际,2006/6/19,CSRC土木工程建筑业,Wind资本货物
002052.SZ,同洲电子,2006/6/27,CSRC计算机、通信和其他电子设备制造业,Wind耐用消费品与服装
002053.SZ,云南能投,2006/6/27,CSRC食品制造业,Wind材料Ⅱ
002054.SZ,德美化工,2006/7/25,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
002055.SZ,得润电子,2006/7/25,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
002056.SZ,横店东磁,2006/8/2,CSRC电气机械及器材制造业,Wind材料Ⅱ
002057.SZ,中钢天源,2006/8/2,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
002058.SZ,威尔泰,2006/8/2,CSRC仪器仪表制造业,Wind资本货物
002059.SZ,云南旅游,2006/8/10,CSRC公共设施管理业,Wind消费者服务Ⅱ
002060.SZ,粤水电,2006/8/10,CSRC土木工程建筑业,Wind资本货物
002061.SZ,浙江交科,2006/8/16,CSRC土木工程建筑业,Wind资本货物
002062.SZ,宏润建设,2006/8/16,CSRC土木工程建筑业,Wind资本货物
002063.SZ,远光软件,2006/8/23,CSRC软件和信息技术服务业,Wind软件与服务
002064.SZ,华峰氨纶,2006/8/23,CSRC化学纤维制造业,Wind材料Ⅱ
002065.SZ,东华软件,2006/8/23,CSRC软件和信息技术服务业,Wind软件与服务
002066.SZ,瑞泰科技,2006/8/23,CSRC非金属矿物制品业,Wind材料Ⅱ
002067.SZ,景兴纸业,2006/9/15,CSRC造纸及纸制品业,Wind材料Ⅱ
002068.SZ,黑猫股份,2006/9/15,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
002069.SZ,獐子岛,2006/9/28,CSRC渔业,Wind食品、饮料与烟草
002071.SZ,长城影视,2006/10/12,CSRC广播、电视、电影和影视录音制作业,Wind媒体Ⅱ
002072.SZ,*ST凯瑞,2006/10/18,CSRC互联网和相关服务,Wind软件与服务
002073.SZ,软控股份,2006/10/18,CSRC专用设备制造业,Wind资本货物
002074.SZ,国轩高科,2006/10/18,CSRC电气机械及器材制造业,Wind资本货物
002075.SZ,沙钢股份,2006/10/25,CSRC黑色金属冶炼及压延加工,Wind材料Ⅱ
002076.SZ,雪莱特,2006/10/25,CSRC电气机械及器材制造业,Wind耐用消费品与服装
002077.SZ,大港股份,2006/11/16,CSRC房地产业,Wind房地产Ⅱ
002078.SZ,太阳纸业,2006/11/16,CSRC造纸及纸制品业,Wind材料Ⅱ
002079.SZ,苏州固锝,2006/11/16,CSRC计算机、通信和其他电子设备制造业,Wind半导体与半导体生产设备
002080.SZ,中材科技,2006/11/20,CSRC非金属矿物制品业,Wind材料Ⅱ
002081.SZ,金螳螂,2006/11/20,CSRC建筑装饰和其他建筑业,Wind资本货物
002082.SZ,万邦德,2006/11/20,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ
002083.SZ,孚日股份,2006/11/24,CSRC纺织业,Wind耐用消费品与服装
002084.SZ,海鸥住工,2006/11/24,CSRC金属制品业,Wind资本货物
002085.SZ,万丰奥威,2006/11/28,CSRC汽车制造业,Wind汽车与汽车零部件
002086.SZ,ST东海洋,2006/11/28,CSRC渔业,Wind食品、饮料与烟草
002087.SZ,新野纺织,2006/11/30,CSRC纺织业,Wind耐用消费品与服装
